date,raw_vix,raw_rsi,raw_fng,raw_aaii,raw_naaim,v1,v2,fwd_5d,fwd_10d,fwd_21d,fwd_63d,fwd_126d,fwd_252d
2022-04-22,28.21,41.25,31.629,-25.0,74.05,61.068,63.816,-0.033,-0.035,-0.07,-0.071,-0.122,-0.047
2022-04-29,33.4,36.003,14.329,-42.922,46.25,80.168,80.524,-0.002,-0.026,0.0,-0.003,-0.056,-0.003
2022-05-06,30.19,39.8,12.243,-25.991,31.76,75.79,77.996,-0.024,-0.054,0.009,0.004,-0.086,-0.001
2022-05-13,28.87,40.635,11.286,-24.71,24.31,75.791,77.619,-0.03,0.033,-0.072,0.068,-0.008,0.021
2022-05-20,29.43,37.865,12.657,-24.419,19.51,78.189,80.143,0.066,0.056,-0.036,0.061,0.016,0.063
2022-05-27,25.72,56.528,29.543,-33.648,33.19,62.402,60.185,-0.009,-0.098,-0.082,-0.031,-0.047,0.005
2022-06-03,24.79,51.673,35.457,-5.044,34.33,55.603,55.894,-0.051,-0.106,-0.064,-0.045,-0.009,0.043
2022-06-10,27.75,38.762,40.0,-25.852,50.0,65.332,67.897,-0.058,-0.0,-0.025,0.054,0.009,0.12
2022-06-17,31.13,30.078,16.929,-38.889,32.18,83.526,82.821,0.061,0.043,0.078,0.061,0.048,0.188
2022-06-24,27.23,46.564,30.857,-41.135,18.86,72.653,69.397,-0.022,-0.015,0.002,-0.056,-0.023,0.119
2022-07-01,26.7,44.133,24.571,-23.918,30.66,68.367,68.757,0.008,0.001,0.069,-0.063,0.004,0.162
2022-07-08,24.64,47.335,31.343,-33.427,27.85,66.879,64.55,-0.009,0.016,0.062,-0.04,-0.001,0.138
2022-07-15,24.23,46.71,33.286,-19.638,26.74,63.285,64.304,0.025,0.069,0.112,-0.05,0.035,0.179
2022-07-22,23.03,56.657,42.429,-12.603,44.48,50.319,51.485,0.043,0.046,0.045,-0.075,0.015,0.153
2022-07-29,21.33,66.628,52.4,-12.376,47.21,41.523,42.973,0.004,0.036,-0.024,-0.078,-0.027,0.108
2022-08-05,21.15,64.339,63.314,-8.333,55.28,37.731,40.657,0.033,0.02,-0.057,-0.103,-0.008,0.085
2022-08-12,19.53,73.505,68.029,-4.502,71.59,28.58,31.574,-0.012,-0.052,-0.081,-0.076,-0.033,0.037
2022-08-19,20.6,61.238,63.714,-3.82,64.44,35.848,38.574,-0.04,-0.072,-0.088,-0.067,-0.055,0.038
2022-08-26,25.56,45.358,55.743,-14.682,54.86,53.557,58.123,-0.033,0.013,-0.101,-0.008,-0.022,0.108
2022-09-02,25.47,36.772,42.457,-28.493,32.36,68.395,69.181,0.047,-0.006,-0.034,0.038,0.016,0.138
2022-09-09,22.79,54.228,43.8,-35.202,27.33,60.168,57.775,-0.048,-0.092,-0.112,-0.026,-0.052,0.097
2022-09-16,26.3,38.859,35.286,-19.861,33.86,66.921,69.39,-0.046,-0.074,-0.05,0.006,0.02,0.147
2022-09-23,29.92,28.092,21.686,-43.144,29.59,82.545,80.694,-0.029,-0.015,0.028,0.035,0.077,0.157
2022-09-30,31.62,29.407,16.457,-40.855,12.61,88.201,86.857,0.015,-0.001,0.08,0.071,0.15,0.18
2022-10-07,31.36,39.872,19.671,-30.836,38.11,75.045,76.194,-0.016,0.031,0.046,0.069,0.129,0.197
2022-10-14,32.02,39.451,16.457,-35.562,19.84,81.206,81.109,0.047,0.089,0.104,0.114,0.16,0.221
2022-10-21,29.69,49.961,43.743,-33.616,43.28,63.655,64.949,0.04,0.005,0.053,0.07,0.085,0.132
2022-10-28,25.75,62.416,57.114,-19.075,53.91,46.177,50.948,-0.033,0.024,0.015,0.045,0.056,0.075
2022-11-04,24.55,55.66,56.514,-2.326,55.22,44.369,47.323,0.059,0.052,0.045,0.104,0.092,0.161
2022-11-11,22.52,66.534,63.743,-21.951,53.33,41.32,45.268,-0.007,-0.007,0.007,0.036,0.029,0.126
2022-11-18,23.12,60.677,60.343,-6.762,64.96,39.234,42.743,-0.0,0.008,-0.036,0.006,0.045,0.144
2022-11-25,20.5,65.53,63.086,-11.37,60.29,36.474,39.498,0.011,-0.023,-0.049,-0.014,0.045,0.131
2022-12-02,19.06,64.997,68.143,-15.957,64.36,35.033,38.77,-0.034,-0.054,-0.054,-0.021,0.052,0.122
2022-12-09,22.83,50.875,52.086,-17.091,55.69,50.016,53.071,-0.021,-0.023,0.009,-0.004,0.11,0.18
2022-12-16,22.62,43.408,44.143,-20.319,71.6,52.813,55.709,-0.002,-0.007,0.012,0.039,0.133,0.238
2022-12-23,20.87,46.592,39.514,-32.0,39.35,60.267,58.027,-0.005,0.019,0.056,0.033,0.138,0.244
2022-12-30,21.67,47.528,36.514,-21.131,43.48,57.427,58.007,0.014,0.039,0.073,0.074,0.158,0.225
2023-01-06,21.13,57.261,45.714,-21.474,38.79,51.359,52.214,0.027,0.032,0.069,0.055,0.14,0.221
2023-01-13,18.35,65.139,61.314,-15.901,45.31,39.617,41.493,0.005,0.005,0.034,0.038,0.139,0.185
2023-01-20,19.85,57.505,58.543,-2.1,65.07,37.657,39.292,0.025,0.041,0.006,0.041,0.147,0.225
2023-01-27,18.51,64.306,69.2,-8.309,75.23,30.688,34.038,0.016,0.005,-0.025,0.024,0.127,0.21
2023-02-03,18.33,63.136,76.143,-4.651,78.37,28.213,32.314,-0.011,-0.014,-0.036,-0.0,0.092,0.198
2023-02-10,20.53,54.757,72.486,12.5,85.4,29.012,35.876,-0.003,-0.026,-0.042,0.008,0.098,0.211
2023-02-17,20.02,52.783,69.486,5.294,81.43,32.831,37.588,-0.024,-0.008,-0.019,0.028,0.079,0.221
2023-02-24,21.67,41.68,60.657,-16.941,57.09,51.753,55.868,0.019,-0.027,0.002,0.046,0.11,0.279
2023-03-03,18.49,52.338,55.686,-21.429,47.41,48.205,49.695,-0.045,-0.032,0.019,0.059,0.116,0.255
2023-03-10,24.8,30.262,26.886,-16.896,60.11,65.837,67.587,0.014,0.028,0.064,0.113,0.162,0.34
2023-03-17,25.51,32.775,27.0,-29.182,41.92,71.774,71.182,0.014,0.049,0.061,0.126,0.137,0.322
2023-03-24,21.74,40.161,37.714,-27.933,53.21,60.675,60.183,0.035,0.035,0.025,0.09,0.092,0.31
2023-03-31,18.7,55.881,49.486,-23.1,65.15,44.693,45.404,-0.0,0.01,0.002,0.084,0.044,0.268
2023-04-07,18.4,51.417,55.257,-1.69,72.89,38.656,39.59,0.008,0.007,0.008,0.074,0.05,0.269
2023-04-14,17.07,54.828,65.714,-8.43,58.71,38.43,40.455,-0.001,0.008,-0.0,0.093,0.046,0.221
2023-04-21,16.77,54.495,63.514,-7.911,78.26,34.783,36.916,0.009,0.001,0.014,0.102,0.022,0.227
2023-04-28,15.78,54.606,59.429,-14.368,50.81,41.941,42.826,-0.008,-0.011,0.009,0.101,-0.012,0.208
2023-05-05,17.19,48.722,53.886,-20.816,67.01,45.371,46.918,-0.003,0.013,0.036,0.092,0.054,0.254
2023-05-12,17.03,43.929,57.343,-11.832,65.22,45.074,46.621,0.016,0.02,0.059,0.089,0.071,0.272
2023-05-19,16.81,50.402,65.457,-16.835,59.0,42.552,45.292,0.003,0.02,0.041,0.05,0.077,0.269
2023-05-26,17.95,45.556,65.714,-12.308,65.51,43.304,46.45,0.016,0.032,0.041,0.054,0.082,0.252
2023-06-02,14.6,56.029,75.429,-7.77,53.92,34.915,37.163,0.004,0.03,0.038,0.055,0.073,0.236
2023-06-09,13.83,59.63,76.971,20.249,90.07,18.021,24.431,0.026,0.007,0.04,0.044,0.071,0.25
2023-06-16,13.54,68.762,81.257,22.484,81.66,13.515,20.307,-0.018,0.01,0.035,0.01,0.07,0.244
2023-06-23,13.44,51.869,75.714,15.102,83.6,24.456,29.53,0.023,0.014,0.05,-0.007,0.092,0.258
2023-06-30,13.59,67.135,79.486,14.458,75.93,17.871,22.821,-0.009,0.016,0.028,-0.036,0.072,0.238
2023-07-07,14.83,59.692,77.686,21.907,83.11,19.539,26.557,0.024,0.031,0.027,-0.032,0.068,0.268
2023-07-14,13.34,66.779,79.8,15.126,93.34,14.158,19.716,0.007,0.017,-0.003,-0.035,0.062,0.258
2023-07-21,13.6,71.467,81.029,29.864,99.05,7.661,16.38,0.01,-0.013,-0.03,-0.057,0.069,0.225
2023-07-28,13.33,66.771,76.914,20.79,101.82,11.984,18.413,-0.023,-0.026,-0.032,-0.097,0.075,0.186
2023-08-04,17.1,48.033,64.5,27.665,78.46,29.118,36.361,-0.003,-0.024,0.004,-0.036,0.104,0.17
2023-08-11,14.84,47.561,65.029,19.198,65.49,32.345,36.76,-0.021,-0.013,-0.0,-0.026,0.125,0.217
2023-08-18,17.3,32.36,43.657,5.753,59.87,50.462,50.586,0.008,0.033,0.017,0.032,0.139,0.281
2023-08-25,15.68,38.182,47.029,-3.661,34.36,53.175,51.308,0.025,0.019,-0.03,0.035,0.153,0.277
2023-09-01,13.09,54.175,55.029,-1.439,61.19,35.807,34.18,-0.006,-0.014,-0.063,0.017,0.125,0.222
2023-09-08,13.84,42.062,51.914,12.603,49.73,41.804,42.29,-0.002,-0.031,-0.027,0.029,0.148,0.233
2023-09-15,13.79,44.079,52.029,5.195,57.98,40.938,40.183,-0.029,-0.036,-0.017,0.06,0.157,0.266
2023-09-22,17.2,29.345,33.157,-3.308,54.33,57.044,55.104,-0.007,-0.003,-0.024,0.099,0.208,0.327
2023-09-29,17.52,31.843,28.4,-13.151,43.01,62.027,60.194,0.005,0.009,-0.028,0.112,0.214,0.331
2023-10-06,17.45,34.699,27.714,-11.48,36.21,61.628,59.275,0.004,-0.02,0.013,0.106,0.209,0.335
2023-10-13,19.32,39.019,26.271,3.514,45.8,55.426,53.514,-0.024,-0.049,0.019,0.101,0.167,0.344
2023-10-20,21.71,33.111,22.857,-0.55,66.67,57.612,56.79,-0.025,0.032,0.077,0.152,0.2,0.385
2023-10-27,21.27,28.014,21.614,-13.896,24.82,70.809,69.887,0.059,0.072,0.106,0.196,0.223,0.417
2023-11-03,14.91,57.047,36.114,-25.967,29.17,51.99,47.996,0.013,0.036,0.048,0.137,0.19,0.327
2023-11-10,14.17,53.953,41.457,15.385,61.76,35.084,35.133,0.022,0.031,0.052,0.122,0.188,0.355
2023-11-17,13.8,64.868,58.857,15.676,72.06,23.749,25.933,0.008,0.012,0.056,0.104,0.179,0.311
2023-11-24,12.46,67.672,66.857,21.652,77.95,17.118,21.213,0.008,0.01,0.047,0.114,0.164,0.313
2023-12-01,12.63,75.194,64.514,29.193,81.38,13.973,19.297,0.002,0.027,0.024,0.105,0.152,0.317
2023-12-08,12.35,71.099,65.943,19.892,76.09,16.87,20.333,0.025,0.033,0.039,0.124,0.167,0.311
2023-12-15,12.28,77.182,69.457,31.988,77.97,12.717,19.068,0.008,0.005,0.013,0.097,0.163,0.282
2023-12-22,13.03,71.256,79.743,32.033,97.32,7.315,16.058,-0.002,0.0,0.029,0.094,0.152,0.27
2023-12-29,12.45,70.552,80.714,21.266,102.71,8.862,15.466,-0.001,-0.001,0.016,0.091,0.155,0.233
2024-01-05,13.35,59.433,75.771,25.065,70.95,20.637,27.046,0.018,0.033,0.055,0.108,0.187,0.258
2024-01-12,12.7,57.416,73.086,24.422,80.18,20.034,25.996,0.014,0.03,0.035,0.058,0.185,0.244
2024-01-19,13.3,55.508,72.829,13.615,53.54,29.497,32.813,0.011,0.025,0.028,0.026,0.15,0.258
2024-01-26,13.26,60.447,73.8,13.171,84.13,20.798,24.948,0.014,0.028,0.038,0.043,0.117,0.235
2024-02-02,13.85,58.962,74.6,24.533,87.36,18.315,25.15,0.014,0.009,0.024,0.034,0.046,0.222
2024-02-09,12.93,60.373,75.429,26.462,93.77,15.023,22.148,-0.004,0.009,0.03,0.039,0.063,0.204
2024-02-16,14.24,59.058,73.486,15.404,95.58,19.407,24.707,0.013,0.025,0.035,0.059,0.12,0.222
2024-02-23,13.75,64.46,73.343,18.072,74.7,19.893,24.735,0.009,0.007,0.025,0.035,0.107,0.17
2024-03-01,13.11,68.903,76.829,25.159,88.99,11.888,18.681,-0.003,-0.004,0.013,0.027,0.1,0.137
2024-03-08,14.74,70.196,70.029,29.968,93.99,11.661,19.151,-0.001,0.022,0.017,0.044,0.068,0.093
2024-03-15,14.41,60.031,68.629,24.012,104.75,16.977,23.408,0.023,0.025,-0.013,0.061,0.101,0.109
2024-03-22,13.06,66.234,69.514,16.012,93.22,16.09,20.212,0.002,-0.006,-0.031,0.041,0.093,0.091
2024-03-29,13.01,72.507,68.771,27.551,103.88,10.079,16.417,-0.01,-0.025,-0.026,0.039,0.092,0.072
2024-04-05,16.03,55.362,58.1,25.065,84.24,25.464,30.834,-0.016,-0.046,-0.005,0.071,0.105,-0.043
2024-04-12,17.31,38.935,45.014,19.399,81.92,39.089,42.499,-0.03,-0.005,0.019,0.099,0.135,0.053
2024-04-19,18.71,35.267,27.671,4.313,62.98,52.951,51.708,0.027,0.032,0.069,0.12,0.181,0.082
2024-04-26,15.03,47.202,40.514,-1.8,59.48,44.014,41.58,0.005,0.024,0.04,0.071,0.139,0.092
2024-05-03,13.49,50.35,43.257,5.994,61.97,38.346,36.591,0.019,0.034,0.032,0.011,0.117,0.098
2024-05-10,12.55,61.894,46.029,17.007,91.55,22.679,23.576,0.015,0.016,0.029,0.023,0.148,0.128
2024-05-17,11.99,67.197,62.8,17.608,89.25,16.59,19.476,0.0,-0.004,0.035,0.058,0.107,0.102
2024-05-24,11.93,53.164,51.743,20.724,94.45,23.999,26.374,-0.004,0.011,0.033,0.059,0.125,0.115
2024-05-31,12.92,52.934,48.429,12.329,92.21,27.98,28.61,0.013,0.029,0.044,0.07,0.143,0.131
2024-06-07,12.22,48.171,43.4,6.985,68.65,36.915,35.124,0.016,0.019,0.054,0.023,0.139,0.126
2024-06-14,12.66,44.587,41.114,18.919,86.3,32.965,34.04,0.003,0.008,0.029,0.037,0.114,0.101
2024-06-21,13.2,53.304,39.057,21.865,85.26,28.875,30.27,-0.001,0.02,0.017,0.044,0.074,0.115
2024-06-28,12.44,49.535,44.314,16.142,85.44,30.561,31.194,0.021,0.031,-0.004,0.051,0.093,0.14
2024-07-05,12.48,47.129,49.714,15.652,103.66,27.922,29.536,0.009,-0.011,-0.068,0.024,0.067,0.125
2024-07-12,12.46,68.816,54.371,27.459,93.84,14.413,18.25,-0.02,-0.028,-0.048,0.029,0.039,0.115
2024-07-19,16.52,58.639,43.0,29.304,87.94,25.395,29.893,-0.008,-0.029,0.019,0.061,0.099,0.155
2024-07-26,16.39,59.924,42.543,11.439,76.7,31.465,32.034,-0.021,-0.021,0.029,0.064,0.111,0.166
2024-08-02,23.39,46.589,41.386,19.685,83.93,39.857,45.203,-0.0,0.039,0.034,0.067,0.129,0.187
2024-08-09,20.37,49.314,24.086,3.089,75.33,45.666,44.641,0.039,0.054,0.028,0.118,0.136,0.21
2024-08-16,14.8,59.582,33.743,13.651,56.57,35.734,34.596,0.014,0.017,0.014,0.071,0.106,0.152
2024-08-23,15.86,65.679,51.571,27.957,74.68,22.678,27.04,0.002,-0.029,0.017,0.056,0.057,0.15
2024-08-30,15.0,68.405,60.314,24.186,81.34,18.563,23.27,-0.031,-0.003,0.011,0.068,0.034,0.151
2024-09-06,22.38,47.54,39.343,20.415,70.65,41.542,45.998,0.04,0.054,0.053,0.123,0.03,0.208
2024-09-13,16.56,61.606,48.629,8.843,71.93,31.132,31.711,0.014,0.02,0.042,0.076,-0.002,0.173
2024-09-20,16.15,65.386,61.2,24.423,87.46,19.434,25.028,0.006,0.009,0.027,0.029,0.013,0.164
2024-09-27,16.96,68.192,67.314,25.94,86.64,17.171,24.179,0.002,0.013,0.015,0.041,-0.018,0.17
2024-10-04,19.21,62.934,71.4,18.182,86.93,22.471,29.6,0.011,0.02,-0.007,0.039,-0.134,0.174
2024-10-11,20.46,63.83,71.657,28.459,90.26,19.63,29.355,0.009,-0.001,0.032,0.005,-0.072,0.147
2024-10-18,18.03,66.476,72.429,20.076,81.68,20.229,27.165,-0.01,-0.023,0.005,0.038,-0.083,0.142
2024-10-25,20.33,49.169,58.743,7.787,79.13,36.844,40.653,-0.014,0.032,0.031,0.04,-0.041,0.186
2024-11-01,21.88,42.277,50.486,8.584,82.53,42.169,45.804,0.047,0.025,0.056,0.058,-0.017,0.186
2024-11-08,14.94,68.293,59.429,13.971,88.31,19.913,22.7,-0.021,-0.004,0.007,0.009,-0.017,0.143
2024-11-15,16.14,52.366,51.2,21.495,91.6,27.84,31.846,0.017,0.03,0.031,0.042,-0.004,0.131
2024-11-22,15.24,65.563,60.714,8.065,91.33,22.108,24.215,0.013,0.014,0.012,-0.018,-0.01,0.141
2024-11-29,13.51,69.709,65.0,-1.594,98.93,18.836,19.594,0.01,0.003,-0.025,-0.031,-0.01,0.135
2024-12-06,12.77,56.913,52.143,17.667,85.49,25.15,26.932,-0.006,-0.026,-0.028,-0.081,-0.011,0.131
2024-12-13,13.81,42.993,49.114,11.667,99.24,32.209,33.591,-0.02,-0.024,-0.019,-0.062,-0.012,0.111
2024-12-20,18.36,33.934,27.6,9.286,82.5,48.235,48.429,-0.004,-0.004,0.029,-0.037,0.035,0.169
2024-12-27,15.95,38.254,33.829,3.659,80.39,44.936,43.57,0.001,-0.021,0.017,-0.057,0.043,0.146
2025-01-03,16.13,41.135,28.886,1.266,64.1,48.469,45.635,-0.018,0.018,0.02,-0.148,0.054,0.165
2025-01-10,19.54,32.929,25.629,-2.698,65.38,56.394,54.796,0.029,0.032,0.041,-0.08,0.072,0.195
2025-01-17,15.97,57.548,36.029,-15.143,70.21,41.599,40.299,0.003,-0.0,0.025,-0.14,0.052,0.147
2025-01-24,14.85,61.826,45.8,14.0,86.08,26.247,27.279,-0.01,-0.012,-0.024,-0.094,0.047,0.144
2025-01-31,16.43,55.305,43.771,6.928,68.28,36.37,36.07,-0.002,0.012,-0.043,-0.059,0.048,0.145
2025-02-07,16.54,50.689,38.371,-9.524,84.91,40.623,39.911,0.015,-0.007,-0.075,-0.061,0.058,0.152
2025-02-14,14.77,53.688,43.686,-18.852,75.62,40.987,40.594,-0.021,-0.043,-0.082,-0.026,0.055,0.125
2025-02-21,18.21,46.627,36.971,-11.272,91.48,43.25,43.5,-0.01,-0.04,-0.041,-0.028,0.075,0.146
2025-02-28,19.63,49.356,20.657,-41.231,87.87,54.067,49.506,-0.031,-0.053,-0.058,-0.007,0.085,0.145
2025-03-07,23.37,42.593,17.643,-37.778,74.96,62.749,60.195,-0.023,-0.018,-0.123,0.04,0.126,0.175
2025-03-14,21.77,39.455,22.057,-40.127,68.8,64.08,59.942,0.005,-0.01,-0.041,0.06,0.173,0.191
2025-03-21,19.28,43.751,22.686,-36.538,64.64,59.994,55.469,-0.015,-0.105,-0.067,0.063,0.181,0.157
2025-03-28,21.65,41.114,26.371,-24.731,57.55,60.735,59.934,-0.091,-0.039,-0.004,0.112,0.194,0.17
2025-04-04,45.31,24.159,5.386,-40.155,49.37,89.049,91.607,0.057,0.017,0.105,0.227,0.328,0.337
2025-04-11,37.56,41.779,8.386,-30.418,56.96,76.903,81.432,-0.038,0.031,0.098,0.164,0.241,0.309
2025-04-18,29.65,43.506,16.057,-31.422,35.16,73.466,73.858,0.046,0.076,0.129,0.194,0.261,0.337
2025-04-25,24.84,51.403,34.514,-33.618,40.67,61.838,60.152,0.029,0.024,0.072,0.156,0.229,0.292
2025-05-02,22.68,58.163,38.286,-38.348,59.92,53.493,50.577,-0.005,0.048,0.05,0.113,0.203,0.277
2025-05-09,21.9,58.587,60.029,-22.086,81.06,40.081,44.237,0.053,0.025,0.067,0.126,0.189,0.308
2025-05-16,17.24,68.294,70.6,-8.475,70.56,28.483,31.314,-0.026,-0.004,0.004,0.082,0.13,0.234
2025-05-23,22.29,52.825,64.086,0.984,80.87,36.701,40.705,0.023,0.035,0.05,0.11,0.138,0.296
2025-05-30,18.57,56.159,61.914,-8.97,88.41,33.791,36.753,0.015,0.011,0.048,0.093,0.159,0.287
2025-06-06,16.77,60.561,61.771,-8.754,81.62,31.637,33.538,-0.004,0.004,0.044,0.082,0.145,0.231
2025-06-13,20.82,53.5,59.543,3.077,82.66,35.34,38.543,0.008,0.038,0.048,0.107,0.142,0.257
2025-06-20,20.62,53.412,54.514,-8.209,94.09,36.783,39.637,0.034,0.044,0.057,0.117,0.135,0.234
2025-06-27,16.32,62.591,64.8,-5.208,81.41,28.85,30.652,0.009,0.015,0.032,0.076,0.123,0.215
2025-07-04,16.38,71.663,77.629,11.897,99.3,14.769,20.676,-0.003,0.003,0.008,0.069,0.092,0.195
2025-07-11,16.4,63.435,75.257,5.747,86.28,22.681,26.83,0.006,0.021,0.018,0.076,0.113,0.205
2025-07-18,16.41,59.6,73.943,0.282,83.69,26.753,29.672,0.015,-0.009,0.024,0.053,0.102,0.193
2025-07-25,14.93,66.451,74.657,2.736,81.07,22.038,24.706,-0.024,0.0,0.008,0.055,0.088,
2025-08-01,20.38,43.446,49.8,7.333,76.85,42.099,44.611,0.024,0.034,0.028,0.094,0.118,
2025-08-08,15.15,48.776,58.371,-8.357,96.26,34.025,35.49,0.009,0.012,0.019,0.052,0.09,
2025-08-15,15.09,56.139,63.543,-16.272,85.66,33.365,35.755,0.003,0.002,0.024,0.045,0.061,
2025-08-22,14.22,65.256,55.543,-13.961,98.15,26.71,27.529,-0.001,0.004,0.029,0.011,0.065,
2025-08-29,15.36,60.572,61.543,-4.844,92.94,27.428,28.739,0.005,0.024,0.035,0.06,0.055,
2025-09-05,15.18,58.337,58.686,-10.68,81.58,32.72,33.766,0.016,0.028,0.04,0.058,0.049,
2025-09-12,14.76,57.267,61.343,-21.453,86.11,34.21,36.097,0.012,0.009,0.011,0.048,0.017,
2025-09-19,15.45,57.23,66.229,-0.694,84.76,28.825,30.334,-0.003,0.008,0.011,0.017,-0.013,
2025-09-26,15.29,56.03,51.286,2.518,86.24,31.2,30.956,0.011,-0.014,0.035,0.043,-0.045,
2025-10-03,16.65,65.765,52.571,3.75,80.66,27.855,28.161,-0.024,-0.008,0.02,0.028,-0.015,
2025-10-10,21.66,37.254,30.143,10.231,84.57,47.773,49.69,0.017,0.037,0.043,0.065,0.063,
2025-10-17,20.78,48.983,22.329,-12.418,84.87,48.445,48.48,0.019,0.026,0.001,0.02,0.06,
2025-10-24,16.37,58.223,32.457,-5.802,90.35,35.899,34.154,0.007,-0.009,-0.013,0.028,0.051,
2025-10-31,17.44,46.11,34.457,7.167,100.83,37.148,37.504,-0.016,-0.016,-0.002,0.011,0.061,
2025-11-07,19.08,47.18,20.429,1.695,90.06,43.946,42.882,0.001,-0.019,0.017,0.032,0.1,
2025-11-14,19.83,46.035,22.057,-17.526,87.87,49.972,50.263,-0.019,0.012,0.01,0.022,0.092,
2025-11-21,23.43,45.787,5.657,-10.985,86.56,54.574,55.609,0.032,0.037,0.046,0.052,0.139,
2025-11-28,16.35,60.421,21.771,-10.676,89.92,38.228,36.273,0.003,-0.003,0.007,-0.005,0.111,
2025-12-05,15.41,60.542,38.143,13.495,98.57,26.449,27.213,-0.006,-0.005,0.007,-0.013,0.075,
2025-12-12,15.74,60.496,39.286,14.013,97.13,26.637,27.708,0.001,0.011,0.015,-0.016,0.1,
2025-12-19,14.91,57.563,44.2,10.938,100.7,26.723,27.543,0.01,0.016,0.012,-0.041,0.077,
2025-12-26,13.6,61.803,54.857,2.643,95.08,24.593,24.353,-0.004,0.007,0.007,-0.085,0.082,
2026-01-02,14.51,55.91,45.229,15.044,92.93,27.445,28.84,0.016,0.012,0.009,-0.036,0.094,
2026-01-09,14.49,65.02,54.114,12.46,97.72,20.787,22.689,-0.004,-0.002,-0.004,-0.011,0.083,
2026-01-16,15.86,66.982,63.771,21.262,96.01,16.994,22.456,0.001,0.005,-0.008,0.024,0.082,
2026-01-23,16.09,60.01,54.886,10.432,88.46,26.639,28.737,0.003,0.002,-0.004,0.036,,
2026-01-30,17.44,56.099,58.6,13.6,92.58,27.2,31.208,-0.001,-0.015,-0.018,0.042,,
2026-02-06,20.37,64.618,45.371,10.667,84.93,29.943,32.349,-0.014,-0.014,-0.022,0.067,,
2026-02-13,20.6,61.63,33.843,0.389,80.61,37.34,36.591,0.0,0.007,-0.018,0.084,,
2026-02-20,19.09,63.522,42.343,-2.41,82.87,33.863,33.561,-0.004,-0.025,-0.048,0.078,,
2026-02-27,19.86,63.038,41.171,-6.557,74.93,37.514,37.53,-0.02,-0.036,-0.078,0.102,,
2026-03-06,29.49,40.383,25.257,-2.479,79.29,57.012,59.495,-0.016,-0.035,-0.018,0.096,,
2026-03-13,27.19,31.167,16.671,-14.449,66.99,67.146,70.164,-0.019,-0.04,0.051,0.121,,
2026-03-20,26.78,29.683,8.4,-21.6,60.24,72.229,75.123,-0.021,0.016,0.086,0.149,,
2026-03-27,31.05,32.117,8.171,-17.695,68.52,71.634,76.554,0.038,0.081,0.121,0.168,,
2026-04-03,23.87,47.023,18.286,-17.857,68.36,57.102,58.651,0.036,0.083,0.094,0.145,,
2026-04-10,19.23,55.044,38.057,-7.24,69.38,42.965,42.502,0.045,0.051,0.087,0.102,,
2026-04-17,17.48,68.259,68.571,-11.058,79.49,27.937,31.059,0.005,0.015,0.039,0.045,,
2026-04-24,18.71,62.555,65.4,11.628,94.15,23.698,28.707,0.009,0.033,0.049,,,
2026-05-01,16.99,61.575,71.171,-1.556,93.79,25.174,28.25,0.023,0.025,0.053,,,
2026-05-08,17.19,61.272,67.286,5.364,96.67,23.939,27.521,0.001,0.01,-0.002,,,
2026-05-15,18.43,50.248,63.229,2.712,77.34,35.677,38.333,0.009,0.026,0.014,,,
2026-05-22,16.7,63.865,58.229,-11.894,82.02,31.349,32.907,0.017,-0.009,-0.015,,,
2026-05-29,15.32,68.565,60.457,-6.296,98.39,22.893,24.12,-0.026,-0.02,-0.011,,,
2026-06-05,21.51,57.676,41.857,-0.733,86.82,37.402,38.118,0.006,0.012,0.013,,,
2026-06-12,17.68,63.675,33.514,-17.29,79.27,38.985,38.401,0.006,0.001,0.019,,,
2026-06-19,16.4,55.969,37.343,-2.778,92.83,34.818,33.459,-0.02,0.005,0.001,,,
2026-06-26,18.41,56.753,24.657,8.811,98.59,34.35,34.137,0.025,0.022,,,,
2026-07-03,16.15,66.02,32.543,-10.909,84.69,34.235,32.495,0.012,-0.003,,,,
2026-07-10,15.03,60.934,46.829,-0.93,82.95,30.974,29.481,-0.016,,,,,
2026-07-17,18.77,55.309,37.229,12.037,95.64,32.598,34.348,,,,,,
